Marker	LG	Distance (cM)	Sctg	Position_Sctg
33472_sctg_192_170131	11	65.636	192	170131
33468_sctg_192_164380	11	65.636	192	164380
33615_sctg_192_63943	11	65.636	192	63943
33614_sctg_192_63940	11	65.636	192	63940
40480_sctg_220_31632	11	65.636	220	31632
40364_sctg_220_108147	11	65.966	220	108147
40359_sctg_220_104236	11	66.886	220	104236
40413_sctg_220_203943	11	69.388	220	203943
40414_sctg_220_203946	11	69.388	220	203946
40416_sctg_220_206244	11	69.388	220	206244
40427_sctg_220_209714	11	69.388	220	209714
100237_sctg_71_69081	11	71.896	71	69081
100239_sctg_71_69318	11	71.896	71	69318
99885_sctg_71_153713	11	75.53	71	153713
99959_sctg_71_251878	11	75.66	71	251878
99962_sctg_71_254069	11	75.66	71	254069
99983_sctg_71_294506	11	75.66	71	294506
100015_sctg_71_338842	11	75.66	71	338842
100032_sctg_71_361652	11	75.66	71	361652
100033_sctg_71_371246	11	75.66	71	371246
100040_sctg_71_377222	11	75.66	71	377222
100083_sctg_71_454832	11	78.165	71	454832
100125_sctg_71_534740	11	81.926	71	534740
100176_sctg_71_600980	11	81.926	71	600980
100191_sctg_71_620245	11	81.926	71	620245
100202_sctg_71_624347	11	81.926	71	624347
100234_sctg_71_665343	11	81.926	71	665343
59990_sctg_31_150303	11	81.926	31	150303
60000_sctg_31_168793	11	81.926	31	168793
60006_sctg_31_174334	11	81.926	31	174334
60073_sctg_31_271910	11	84.431	31	271910
60105_sctg_31_308998	11	85.684	31	308998
60184_sctg_31_406760	11	85.684	31	406760
60211_sctg_31_435000	11	85.684	31	435000
60219_sctg_31_440417	11	85.684	31	440417
60239_sctg_31_461250	11	85.684	31	461250
60246_sctg_31_476010	11	85.684	31	476010
60258_sctg_31_491807	11	85.684	31	491807
60301_sctg_31_539638	11	85.684	31	539638
60306_sctg_31_548884	11	85.684	31	548884
60307_sctg_31_550187	11	85.684	31	550187
60323_sctg_31_578917	11	85.684	31	578917
60331_sctg_31_581841	11	85.684	31	581841
60411_sctg_31_702773	11	89.034	31	702773
60422_sctg_31_720255	11	90.702	31	720255
60427_sctg_31_725401	11	90.702	31	725401
60520_sctg_31_868829	11	91.953	31	868829
60572_sctg_31_931533	11	91.953	31	931533
60582_sctg_31_952051	11	91.953	31	952051
98495_sctg_69_97740	12	0	69	97740
98048_sctg_69_138620	12	0	69	138620
98200_sctg_69_351657	12	6.576	69	351657
33764_sctg_193_281423	12	11.723	193	281423
107711_sctg_87_481142	12	14.295	87	481142
107750_sctg_87_57194	12	20.7	87	57194
107450_sctg_87_12787	12	20.7	87	12787
107725_sctg_87_5230	12	20.7	87	5230
18791_sctg_144_307694	12	25.25	144	307694
18745_sctg_144_226651	12	28.282	144	226651
18703_sctg_144_191573	12	32.062	144	191573
18691_sctg_144_178424	12	33.318	144	178424
18690_sctg_144_178421	12	33.318	144	178421
18646_sctg_144_125312	12	36.451	144	125312
18907_sctg_144_76159	12	36.581	144	76159
110036_sctg_915_6937	12	39.583	915	6937
39103_sctg_216_181341	12	42.086	216	181341
39096_sctg_216_176540	12	42.086	216	176540
39070_sctg_216_136759	12	43.337	216	136759
39068_sctg_216_134325	12	43.337	216	134325
39036_sctg_216_105809	12	44.588	216	105809
39094_sctg_216_17563	12	48.354	216	17563
48805_sctg_260_56815	12	50.863	260	56815
82039_sctg_485_50920	12	50.863	485	50920
49359_sctg_264_41617	12	50.863	264	41617
30274_sctg_180_299174	12	50.863	180	299174
30140_sctg_180_106166	12	53.365	180	106166
109958_sctg_90_554224	12	53.365	90	554224
109848_sctg_90_403911	12	53.365	90	403911
109846_sctg_90_403708	12	53.365	90	403708
109813_sctg_90_379882	12	53.365	90	379882
109812_sctg_90_379872	12	53.365	90	379872
109811_sctg_90_379518	12	53.365	90	379518
109733_sctg_90_263779	12	53.365	90	263779
109726_sctg_90_256415	12	53.365	90	256415
109723_sctg_90_256070	12	53.365	90	256070
109713_sctg_90_235613	12	53.365	90	235613
109644_sctg_90_136727	12	53.365	90	136727
109639_sctg_90_129805	12	53.365	90	129805
109637_sctg_90_129391	12	53.365	90	129391
109630_sctg_90_117059	12	53.365	90	117059
109628_sctg_90_114344	12	53.365	90	114344
109623_sctg_90_112301	12	53.365	90	112301
109615_sctg_90_106754	12	54.615	90	106754
109610_sctg_90_106014	12	54.615	90	106014
109605_sctg_90_100271	12	54.615	90	100271
110001_sctg_90_87280	12	54.615	90	87280
109986_sctg_90_80643	12	54.615	90	80643
109734_sctg_90_2646	12	57.118	90	2646
99746_sctg_70_688816	12	57.118	70	688816
99743_sctg_70_683487	12	57.118	70	683487
99687_sctg_70_615590	12	57.118	70	615590
99682_sctg_70_598936	12	57.118	70	598936
99665_sctg_70_578313	12	57.118	70	578313
99611_sctg_70_477889	12	57.118	70	477889
99582_sctg_70_435782	12	58.368	70	435782
99470_sctg_70_272272	12	58.368	70	272272
99421_sctg_70_166448	12	58.368	70	166448
99420_sctg_70_166236	12	58.368	70	166236
99411_sctg_70_146558	12	58.368	70	146558
99398_sctg_70_132882	12	58.368	70	132882
99520_sctg_70_34373	12	62.125	70	34373
99496_sctg_70_31531	12	62.125	70	31531
99757_sctg_70_8239	12	62.125	70	8239
53447_sctg_287_17486	12	62.125	287	17486
53454_sctg_287_178243	12	62.125	287	178243
53459_sctg_287_189819	12	62.125	287	189819
78063_sctg_444_73768	12	62.125	444	73768
78059_sctg_444_70392	12	62.125	444	70392
78034_sctg_444_40377	12	62.125	444	40377
78075_sctg_444_9816	12	63.376	444	9816
78044_sctg_444_6321	12	63.376	444	6321
78043_sctg_444_6089	12	63.376	444	6089
2331_sctg_1003_6491	12	63.376	1003	6491
105236_sctg_81_5063	12	64.626	81	5063
104958_sctg_81_10214	12	64.626	81	10214
105196_sctg_81_44927	12	64.626	81	44927
105334_sctg_81_65317	12	65.878	81	65317
104984_sctg_81_136933	12	65.878	81	136933
105080_sctg_81_259108	12	68.382	81	259108
105135_sctg_81_368751	12	69.634	81	368751
105211_sctg_81_466902	12	70.887	81	466902
105234_sctg_81_495839	12	72.139	81	495839
105239_sctg_81_508340	12	72.139	81	508340
105241_sctg_81_508552	12	72.139	81	508552
105258_sctg_81_543159	12	72.139	81	543159
8161_sctg_115_30415	12	77.156	115	30415
8173_sctg_115_31613	12	77.156	115	31613
8216_sctg_115_38356	12	77.156	115	38356
8067_sctg_115_160455	12	79.658	115	160455
8122_sctg_115_241925	12	79.658	115	241925
8131_sctg_115_267170	12	79.658	115	267170
8138_sctg_115_271465	12	79.658	115	271465
8260_sctg_115_457909	12	82.665	115	457909
79085_sctg_455_16729	12	83.865	455	16729
41291_sctg_226_175658	12	84.917	226	175658
41280_sctg_226_155647	12	84.917	226	155647
41279_sctg_226_143041	12	87.169	226	143041
41271_sctg_226_135194	12	87.169	226	135194
41266_sctg_226_126499	12	87.169	226	126499
41263_sctg_226_116392	12	87.169	226	116392
71329_sctg_393_115063	12	91.199	393	115063
53698_sctg_289_166753	12	93.188	289	166753
53697_sctg_289_166751	12	93.188	289	166751
53661_sctg_289_112934	12	94.687	289	112934
53657_sctg_289_101168	12	94.687	289	101168
53786_sctg_289_80465	12	94.687	289	80465
53779_sctg_289_73761	12	94.687	289	73761
53678_sctg_289_1266	12	94.687	289	1266
23162_sctg_159_119143	12	94.687	159	119143
23187_sctg_159_151718	12	94.687	159	151718
23225_sctg_159_223090	12	94.687	159	223090
23296_sctg_159_337152	12	94.687	159	337152
86169_sctg_520_2097	12	98.446	520	2097
14280_sctg_130_449797	12	98.446	130	449797
14262_sctg_130_413483	12	99.098	130	413483
14252_sctg_130_399358	12	99.698	130	399358
14249_sctg_130_396217	12	99.698	130	396217
14247_sctg_130_395964	12	99.698	130	395964
14243_sctg_130_390477	12	99.698	130	390477
14201_sctg_130_313028	12	102.212	130	313028
14200_sctg_130_312817	12	102.212	130	312817
14199_sctg_130_309955	12	102.212	130	309955
14064_sctg_130_114188	12	111.066	130	114188
97040_sctg_67_31271	12	111.066	67	31271
97319_sctg_67_72459	12	111.066	67	72459
96938_sctg_67_158514	12	112.446	67	158514
84671_sctg_502_37445	13	0	502	37445
70022_sctg_382_86834	13	0	382	86834
100723_sctg_739_8540	13	0	739	8540
100677_sctg_732_12590	13	0	732	12590
55079_sctg_296_46560	13	0	296	46560
51229_sctg_275_126958	13	0	275	126958
59823_sctg_318_39679	13	0	318	39679
59836_sctg_318_82599	13	1.585	318	82599
59838_sctg_318_86067	13	3.757	318	86067
59759_sctg_318_101978	13	3.757	318	101978
59760_sctg_318_104866	13	3.757	318	104866
59775_sctg_318_140933	13	3.757	318	140933
59782_sctg_318_160361	13	3.757	318	160361
59797_sctg_318_177476	13	3.757	318	177476
59798_sctg_318_177479	13	3.757	318	177479
45904_sctg_247_33793	13	3.757	247	33793
45908_sctg_247_42344	13	3.757	247	42344
45909_sctg_247_42699	13	3.757	247	42699
45910_sctg_247_43632	13	3.757	247	43632
45920_sctg_247_49623	13	3.757	247	49623
45928_sctg_247_62624	13	3.757	247	62624
45850_sctg_247_162688	13	7.515	247	162688
45853_sctg_247_163041	13	7.515	247	163041
45869_sctg_247_188911	13	8.766	247	188911
33339_sctg_191_306528	13	10.017	191	306528
33330_sctg_191_275596	13	10.017	191	275596
33314_sctg_191_241490	13	10.017	191	241490
33277_sctg_191_204793	13	10.017	191	204793
33262_sctg_191_185803	13	10.017	191	185803
33259_sctg_191_181369	13	10.017	191	181369
33409_sctg_191_91321	13	13.774	191	91321
33408_sctg_191_91318	13	13.774	191	91318
33407_sctg_191_87454	13	13.774	191	87454
33395_sctg_191_66829	13	13.774	191	66829
33380_sctg_191_52569	13	13.774	191	52569
33374_sctg_191_45232	13	13.774	191	45232
4321_sctg_105_67043	13	13.774	105	67043
4127_sctg_105_243868	13	20.057	105	243868
4136_sctg_105_251487	13	20.057	105	251487
4174_sctg_105_315391	13	20.057	105	315391
4246_sctg_105_393214	13	21.307	105	393214
4254_sctg_105_398254	13	21.307	105	398254
4268_sctg_105_429848	13	21.307	105	429848
4287_sctg_105_465258	13	21.307	105	465258
59272_sctg_313_157616	13	23.186	313	157616
59332_sctg_313_99533	13	25.066	313	99533
74521_sctg_410_54088	13	31.349	410	54088
45056_sctg_242_150526	13	35.106	242	150526
68754_sctg_375_46552	13	35.106	375	46552
68767_sctg_375_88263	13	35.106	375	88263
68774_sctg_375_96396	13	35.106	375	96396
68778_sctg_375_99074	13	35.146	375	99074
53141_sctg_285_123240	13	40.124	285	123240
53146_sctg_285_127379	13	40.124	285	127379
53150_sctg_285_129526	13	40.124	285	129526
53151_sctg_285_129850	13	40.124	285	129850
53189_sctg_285_177565	13	42.628	285	177565
76149_sctg_427_32426	13	42.628	427	32426
67201_sctg_363_1261	13	42.628	363	1261
70273_sctg_386_127551	13	50.059	386	127551
62403_sctg_330_66297	13	51.187	330	66297
62412_sctg_330_82781	13	51.187	330	82781
62417_sctg_330_85740	13	51.187	330	85740
62335_sctg_330_131522	13	51.187	330	131522
62340_sctg_330_137472	13	51.187	330	137472
62344_sctg_330_139467	13	51.187	330	139467
62366_sctg_330_155821	13	51.187	330	155821
66122_sctg_357_75011	13	58.744	357	75011
66116_sctg_357_73192	13	58.744	357	73192
66101_sctg_357_51751	13	61.246	357	51751
66098_sctg_357_44831	13	61.246	357	44831
112195_sctg_96_88613	13	61.246	96	88613
112205_sctg_96_95340	13	61.246	96	95340
111959_sctg_96_163492	13	65.003	96	163492
111968_sctg_96_169605	13	65.003	96	169605
111978_sctg_96_181532	13	65.003	96	181532
111990_sctg_96_192035	13	65.003	96	192035
111991_sctg_96_192307	13	65.003	96	192307
111993_sctg_96_195973	13	65.003	96	195973
112040_sctg_96_283927	13	65.003	96	283927
112086_sctg_96_376232	13	65.003	96	376232
112087_sctg_96_376644	13	65.003	96	376644
112101_sctg_96_410399	13	65.003	96	410399
112102_sctg_96_410588	13	65.003	96	410588
112104_sctg_96_410918	13	65.003	96	410918
112106_sctg_96_411365	13	65.003	96	411365
112112_sctg_96_412363	13	65.003	96	412363
112118_sctg_96_420303	13	65.003	96	420303
112119_sctg_96_420582	13	65.003	96	420582
112122_sctg_96_430057	13	66.879	96	430057
112130_sctg_96_439786	13	66.879	96	439786
112162_sctg_96_506571	13	68.757	96	506571
112180_sctg_96_529829	13	68.757	96	529829
99819_sctg_716_8132	13	68.757	716	8132
99808_sctg_716_13046	13	68.907	716	13046
89122_sctg_563_1036	13	72.515	563	1036
78207_sctg_447_45130	13	72.515	447	45130
78204_sctg_447_38604	13	72.515	447	38604
78203_sctg_447_38179	13	73.765	447	38179
78183_sctg_447_10096	13	73.765	447	10096
78226_sctg_447_7045	13	73.765	447	7045
78191_sctg_447_2036	13	73.765	447	2036
49567_sctg_266_136358	13	77.515	266	136358
49547_sctg_266_116308	13	77.523	266	116308
49669_sctg_266_72615	13	77.523	266	72615
93997_sctg_626_4170	13	78.775	626	4170
51050_sctg_273_27302	13	81.278	273	27302
51074_sctg_273_80874	13	82.529	273	80874
81938_sctg_483_54759	13	83.979	483	54759
4431_sctg_106_184036	13	91.337	106	184036
4463_sctg_106_229482	13	91.337	106	229482
4474_sctg_106_233208	13	91.337	106	233208
4480_sctg_106_234043	13	91.337	106	234043
4516_sctg_106_279425	13	91.337	106	279425
4528_sctg_106_291729	13	91.337	106	291729
4532_sctg_106_296823	13	91.337	106	296823
4550_sctg_106_323461	13	91.337	106	323461
4555_sctg_106_326560	13	91.337	106	326560
4603_sctg_106_383803	13	91.337	106	383803
4605_sctg_106_388099	13	91.337	106	388099
47009_sctg_251_30146	13	92.587	251	30146
47012_sctg_251_31963	13	92.587	251	31963
47034_sctg_251_69313	13	92.587	251	69313
47041_sctg_251_84511	13	92.587	251	84511
55543_sctg_29_189283	14	0	29	189283
55553_sctg_29_195572	14	0	29	195572
55556_sctg_29_199263	14	0	29	199263
55562_sctg_29_211830	14	0	29	211830
55593_sctg_29_269821	14	2.512	29	269821
55594_sctg_29_272093	14	2.512	29	272093
55705_sctg_29_404392	14	6.279	29	404392
55721_sctg_29_420304	14	6.279	29	420304
55728_sctg_29_428229	14	6.279	29	428229
55737_sctg_29_439751	14	6.279	29	439751
55798_sctg_29_513281	14	7.53	29	513281
55814_sctg_29_524138	14	7.53	29	524138
55918_sctg_29_654077	14	7.53	29	654077
55920_sctg_29_655501	14	7.53	29	655501
56018_sctg_29_753196	14	7.53	29	753196
56049_sctg_29_794813	14	7.53	29	794813
56054_sctg_29_815589	14	7.53	29	815589
56055_sctg_29_815592	14	7.53	29	815592
56083_sctg_29_852580	14	7.53	29	852580
47668_sctg_256_214230	14	10.032	256	214230
47646_sctg_256_179787	14	10.032	256	179787
47629_sctg_256_162149	14	10.032	256	162149
47626_sctg_256_159922	14	10.032	256	159922
47578_sctg_256_108797	14	16.315	256	108797
47574_sctg_256_108005	14	16.315	256	108005
47573_sctg_256_107472	14	16.315	256	107472
47568_sctg_256_103922	14	16.315	256	103922
47681_sctg_256_30705	14	17.568	256	30705
30738_sctg_182_228255	14	21.328	182	228255
30736_sctg_182_227639	14	21.328	182	227639
30734_sctg_182_224604	14	21.328	182	224604
30867_sctg_182_76508	14	26.345	182	76508
30866_sctg_182_75959	14	26.345	182	75959
30878_sctg_182_989	14	26.345	182	989
70703_sctg_38_31099	14	26.345	38	31099
70707_sctg_38_31612	14	26.345	38	31612
70917_sctg_38_66061	14	26.345	38	66061
71025_sctg_38_84861	14	28.848	38	84861
70646_sctg_38_210748	14	28.848	38	210748
70840_sctg_38_516885	14	32.607	38	516885
70851_sctg_38_560227	14	32.607	38	560227
70863_sctg_38_578310	14	32.607	38	578310
70938_sctg_38_719448	14	34.688	38	719448
70993_sctg_38_791452	14	38.736	38	791452
71034_sctg_38_859041	14	38.896	38	859041
71037_sctg_38_859376	14	38.896	38	859376
108235_sctg_89_129938	14	40.147	89	129938
108289_sctg_89_174187	14	40.147	89	174187
108380_sctg_89_275158	14	40.147	89	275158
108520_sctg_89_477232	14	42.649	89	477232
108544_sctg_89_506161	14	42.649	89	506161
36746_sctg_206_51273	14	42.649	206	51273
36749_sctg_206_51485	14	42.649	206	51485
36754_sctg_206_57687	14	42.649	206	57687
36765_sctg_206_85488	14	42.649	206	85488
36611_sctg_206_116805	14	43.9	206	116805
36612_sctg_206_116808	14	43.9	206	116808
36613_sctg_206_117080	14	43.9	206	117080
36696_sctg_206_250812	14	47.657	206	250812
36721_sctg_206_291904	14	47.657	206	291904
79283_sctg_459_13968	14	47.657	459	13968
79299_sctg_459_42676	14	47.657	459	42676
79313_sctg_459_58443	14	47.657	459	58443
53356_sctg_286_5367	14	47.657	286	5367
53357_sctg_286_5369	14	47.657	286	5369
53385_sctg_286_8655	14	47.657	286	8655
53342_sctg_286_32447	14	47.657	286	32447
53347_sctg_286_33995	14	47.657	286	33995
53302_sctg_286_155144	14	50.159	286	155144
53306_sctg_286_161777	14	50.159	286	161777
53309_sctg_286_167724	14	50.159	286	167724
53321_sctg_286_176917	14	50.159	286	176917
53327_sctg_286_178923	14	50.159	286	178923
113167_sctg_99_75811	14	51.41	99	75811
113173_sctg_99_81505	14	51.41	99	81505
112920_sctg_99_153109	14	52.663	99	153109
112945_sctg_99_201767	14	55.167	99	201767
112949_sctg_99_204939	14	55.167	99	204939
112960_sctg_99_218248	14	55.167	99	218248
112967_sctg_99_221089	14	55.167	99	221089
112984_sctg_99_255630	14	55.167	99	255630
112986_sctg_99_255906	14	55.167	99	255906
113010_sctg_99_274709	14	55.167	99	274709
113028_sctg_99_311706	14	56.417	99	311706
113029_sctg_99_311709	14	56.417	99	311709
113038_sctg_99_327323	14	56.417	99	327323
113041_sctg_99_327812	14	56.417	99	327812
113044_sctg_99_328469	14	56.417	99	328469
113045_sctg_99_333692	14	56.417	99	333692
113071_sctg_99_393697	14	56.417	99	393697
113137_sctg_99_522527	14	59.229	99	522527
32162_sctg_189_198257	14	62.656	189	198257
32228_sctg_189_292244	14	67.808	189	292244
71717_sctg_399_102390	14	69.067	399	102390
2573_sctg_100_476608	14	71.579	100	476608
2526_sctg_100_438659	14	71.579	100	438659
2424_sctg_100_230964	14	77.465	100	230964
2419_sctg_100_224559	14	77.465	100	224559
85519_sctg_512_31054	14	80.397	512	31054
85533_sctg_512_48996	14	80.397	512	48996
15175_sctg_133_9903	14	84.167	133	9903
14941_sctg_133_26415	14	84.167	133	26415
15171_sctg_133_98288	14	89.191	133	98288
14848_sctg_133_115683	14	89.191	133	115683
14849_sctg_133_116278	14	89.191	133	116278
14859_sctg_133_125609	14	89.191	133	125609
14938_sctg_133_255684	14	90.441	133	255684
14972_sctg_133_305031	14	90.441	133	305031
14973_sctg_133_305034	14	90.441	133	305034
15079_sctg_133_398341	14	92.943	133	398341
15081_sctg_133_406137	14	92.943	133	406137
94881_sctg_63_44481	14	94.194	63	44481
94946_sctg_63_50683	14	94.194	63	50683
95013_sctg_63_57209	14	95.444	63	57209
94606_sctg_63_101394	14	95.444	63	101394
94635_sctg_63_140063	14	95.444	63	140063
94641_sctg_63_146057	14	95.444	63	146057
94645_sctg_63_166471	14	95.444	63	166471
94665_sctg_63_196346	14	96.694	63	196346
94698_sctg_63_224149	14	96.694	63	224149
94704_sctg_63_227928	14	96.694	63	227928
94713_sctg_63_248433	14	96.694	63	248433
94814_sctg_63_364522	14	96.694	63	364522
94836_sctg_63_394826	14	96.694	63	394826
95840_sctg_654_11850	15	0	654	11850
13463_sctg_12_1175051	15	0	12	1175051
13453_sctg_12_1161103	15	0	12	1161103
13382_sctg_12_1035764	15	7.752	12	1035764
13376_sctg_12_1034235	15	7.752	12	1034235
13371_sctg_12_1025048	15	7.752	12	1025048
13370_sctg_12_1025045	15	7.752	12	1025045
13995_sctg_12_920841	15	7.752	12	920841
13983_sctg_12_900902	15	7.752	12	900902
13962_sctg_12_864350	15	7.752	12	864350
13958_sctg_12_860982	15	7.752	12	860982
13922_sctg_12_800090	15	7.752	12	800090
13917_sctg_12_791891	15	7.752	12	791891
13912_sctg_12_784855	15	7.752	12	784855
13889_sctg_12_763550	15	7.752	12	763550
13773_sctg_12_589026	15	10.257	12	589026
13740_sctg_12_534989	15	11.51	12	534989
13647_sctg_12_384917	15	16.533	12	384917
13622_sctg_12_362297	15	16.533	12	362297
13605_sctg_12_331689	15	16.533	12	331689
13497_sctg_12_156661	15	24.095	12	156661
88493_sctg_559_18401	15	24.095	559	18401
59904_sctg_319_17895	15	24.095	319	17895
89633_sctg_56_621871	15	29.114	56	621871
89623_sctg_56_613850	15	29.114	56	613850
89616_sctg_56_595914	15	30.366	56	595914
89612_sctg_56_593503	15	30.366	56	593503
89590_sctg_56_560694	15	31.619	56	560694
89587_sctg_56_559074	15	31.619	56	559074
89522_sctg_56_464553	15	31.619	56	464553
89500_sctg_56_437300	15	36.639	56	437300
89496_sctg_56_430281	15	36.639	56	430281
89468_sctg_56_414130	15	36.639	56	414130
89334_sctg_56_220339	15	36.639	56	220339
89324_sctg_56_203925	15	36.639	56	203925
89323_sctg_56_199932	15	36.639	56	199932
89710_sctg_56_8126	15	36.639	56	8126
111442_sctg_94_483159	15	41.656	94	483159
111436_sctg_94_480357	15	41.656	94	480357
111191_sctg_94_178186	15	44.118	94	178186
111122_sctg_94_108820	15	44.158	94	108820
111121_sctg_94_108486	15	44.158	94	108486
102364_sctg_76_594723	15	44.158	76	594723
102356_sctg_76_580305	15	44.158	76	580305
102286_sctg_76_457855	15	45.72	76	457855
102225_sctg_76_370553	15	47.286	76	370553
102224_sctg_76_370551	15	47.286	76	370551
102196_sctg_76_294274	15	50.425	76	294274
102176_sctg_76_269831	15	50.425	76	269831
102175_sctg_76_269581	15	50.425	76	269581
102130_sctg_76_173990	15	50.425	76	173990
102123_sctg_76_162413	15	50.425	76	162413
102094_sctg_76_121632	15	50.425	76	121632
102092_sctg_76_121406	15	50.425	76	121406
102351_sctg_76_57135	15	50.425	76	57135
102230_sctg_76_37855	15	50.425	76	37855
28929_sctg_177_27561	15	55.442	177	27561
29020_sctg_177_62937	15	55.442	177	62937
29028_sctg_177_70888	15	55.442	177	70888
29031_sctg_177_71158	15	55.442	177	71158
29033_sctg_177_72409	15	55.442	177	72409
29040_sctg_177_80011	15	55.442	177	80011
29048_sctg_177_90275	15	55.442	177	90275
28830_sctg_177_111056	15	55.442	177	111056
28840_sctg_177_118763	15	55.442	177	118763
28920_sctg_177_252359	15	59.2	177	252359
28925_sctg_177_263388	15	59.2	177	263388
28934_sctg_177_278903	15	59.2	177	278903
28937_sctg_177_279605	15	59.2	177	279605
29005_sctg_177_367734	15	60.451	177	367734
54860_sctg_294_29746	15	60.451	294	29746
54862_sctg_294_32754	15	60.451	294	32754
54874_sctg_294_67551	15	60.451	294	67551
54883_sctg_294_80718	15	60.451	294	80718
54884_sctg_294_80721	15	60.451	294	80721
87144_sctg_536_3501	15	60.451	536	3501
87132_sctg_536_16334	15	60.451	536	16334
87135_sctg_536_16852	15	60.451	536	16852
87148_sctg_536_36492	15	60.451	536	36492
31940_sctg_188_199166	15	62.953	188	199166
31936_sctg_188_197111	15	62.953	188	197111
31920_sctg_188_165626	15	62.953	188	165626
31918_sctg_188_157130	15	62.953	188	157130
31891_sctg_188_104522	15	62.953	188	104522
32061_sctg_188_79287	15	62.953	188	79287
32051_sctg_188_70479	15	62.953	188	70479
32034_sctg_188_62044	15	62.953	188	62044
32024_sctg_188_39657	15	64.204	188	39657
32019_sctg_188_36113	15	64.204	188	36113
110554_sctg_92_30758	15	65.456	92	30758
110602_sctg_92_38434	15	65.456	92	38434
110611_sctg_92_39733	15	65.456	92	39733
110707_sctg_92_53630	15	65.456	92	53630
110484_sctg_92_182702	15	65.456	92	182702
110593_sctg_92_372368	15	71.739	92	372368
110615_sctg_92_404783	15	71.739	92	404783
110617_sctg_92_405184	15	71.739	92	405184
110620_sctg_92_406414	15	71.739	92	406414
110622_sctg_92_407163	15	71.739	92	407163
110632_sctg_92_415700	15	71.739	92	415700
110640_sctg_92_420105	15	71.739	92	420105
110641_sctg_92_420434	15	71.739	92	420434
110643_sctg_92_420664	15	71.739	92	420664
110660_sctg_92_450089	15	74.245	92	450089
110676_sctg_92_472895	15	75.499	92	472895
110678_sctg_92_473244	15	75.499	92	473244
110679_sctg_92_482626	15	75.499	92	482626
110687_sctg_92_503294	15	75.499	92	503294
110693_sctg_92_516665	15	75.499	92	516665
22649_sctg_156_48972	15	75.499	156	48972
22664_sctg_156_59829	15	75.499	156	59829
22480_sctg_156_156913	15	83.056	156	156913
22494_sctg_156_180949	15	83.056	156	180949
22511_sctg_156_208301	15	83.056	156	208301
22537_sctg_156_252419	15	83.056	156	252419
22540_sctg_156_254735	15	83.056	156	254735
22559_sctg_156_288611	15	83.056	156	288611
22608_sctg_156_341510	15	83.056	156	341510
22614_sctg_156_352646	15	83.056	156	352646
111604_sctg_95_222635	16	0	95	222635
111608_sctg_95_227074	16	0	95	227074
111609_sctg_95_229938	16	0	95	229938
111638_sctg_95_254847	16	0	95	254847
73377_sctg_400_43957	16	7.752	400	43957
37127_sctg_208_70156	16	7.752	208	70156
36991_sctg_208_119467	16	7.752	208	119467
36998_sctg_208_132235	16	7.752	208	132235
37067_sctg_208_252794	16	9.003	208	252794
37074_sctg_208_259246	16	9.003	208	259246
37082_sctg_208_269930	16	9.003	208	269930
37087_sctg_208_272333	16	9.003	208	272333
36556_sctg_205_36668	16	9.003	205	36668
36581_sctg_205_73307	16	9.003	205	73307
36588_sctg_205_84535	16	9.003	205	84535
36456_sctg_205_162355	16	9.003	205	162355
36521_sctg_205_256779	16	9.003	205	256779
74667_sctg_412_59094	16	21.773	412	59094
74689_sctg_412_91699	16	21.773	412	91699
74690_sctg_412_92092	16	21.773	412	92092
74693_sctg_412_97123	16	21.773	412	97123
74624_sctg_412_111359	16	21.773	412	111359
33906_sctg_194_193285	16	21.773	194	193285
33885_sctg_194_176339	16	21.773	194	176339
33842_sctg_194_104575	16	24.275	194	104575
33952_sctg_194_27542	16	24.275	194	27542
33856_sctg_194_12343	16	24.275	194	12343
34023_sctg_194_8808	16	24.275	194	8808
33997_sctg_194_4388	16	24.275	194	4388
82161_sctg_488_58548	16	24.275	488	58548
82130_sctg_488_21796	16	24.275	488	21796
81670_sctg_47_636209	16	24.275	47	636209
81617_sctg_47_528824	16	30.578	47	528824
81542_sctg_47_445734	16	33.098	47	445734
81516_sctg_47_400217	16	33.098	47	400217
81510_sctg_47_386807	16	33.098	47	386807
81457_sctg_47_300822	16	35.603	47	300822
81438_sctg_47_267918	16	35.603	47	267918
81437_sctg_47_267716	16	35.603	47	267716
81436_sctg_47_267713	16	35.603	47	267713
81422_sctg_47_252731	16	35.603	47	252731
81382_sctg_47_184584	16	36.853	47	184584
81377_sctg_47_180862	16	36.853	47	180862
81310_sctg_47_104952	16	36.853	47	104952
81308_sctg_47_102606	16	36.853	47	102606
81652_sctg_47_61361	16	38.104	47	61361
95825_sctg_653_13745	16	38.104	653	13745
95827_sctg_653_15854	16	38.104	653	15854
95834_sctg_653_25016	16	38.104	653	25016
52982_sctg_283_42166	16	39.354	283	42166
52984_sctg_283_42730	16	39.354	283	42730
52996_sctg_283_52100	16	39.994	283	52100
58409_sctg_30_107871	16	40.609	30	107871
58485_sctg_30_233370	16	43.116	30	233370
58486_sctg_30_233373	16	43.116	30	233373
58494_sctg_30_249039	16	46.875	30	249039
58540_sctg_30_309196	16	46.875	30	309196
58615_sctg_30_399689	16	47.575	30	399689
58756_sctg_30_610448	16	48.13	30	610448
58825_sctg_30_718371	16	50.637	30	718371
58835_sctg_30_725017	16	50.637	30	725017
58843_sctg_30_727769	16	50.637	30	727769
58849_sctg_30_729155	16	50.637	30	729155
58942_sctg_30_864003	16	53.99	30	864003
25917_sctg_167_31919	16	55.662	167	31919
